행정구역,기간,인구수
인천광역시  (2800000000),2017년09월_계_30~39세,"443,993"
광주광역시  (2900000000),2017년09월_계_30~39세,"208,420"
대전광역시  (3000000000),2017년09월_계_30~39세,"218,330"
울산광역시  (3100000000),2017년09월_계_30~39세,"172,832"
세종특별자치시  (3600000000),2017년09월_계_30~39세,"50,978"
경기도  (4100000000),2017년09월_계_30~39세,"1,943,087"
강원도  (4200000000),2017년09월_계_30~39세,"181,568"
충청북도  (4300000000),2017년09월_계_30~39세,"209,962"
충청남도  (4400000000),2017년09월_계_30~39세,"294,214"
전라북도  (4500000000),2017년09월_계_30~39세,"219,266"
전라남도  (4600000000),2017년09월_계_30~39세,"214,255"
경상북도  (4700000000),2017년09월_계_30~39세,"332,657"
경상남도  (4800000000),2017년09월_계_30~39세,"458,282"
제주특별자치도  (5000000000),2017년09월_계_30~39세,"87,464"
전국  (0000000000),2017년09월_계_40~49세,"8,707,844"
서울특별시  (1100000000),2017년09월_계_40~49세,"1,654,061"
부산광역시  (2600000000),2017년09월_계_40~49세,"547,778"
대구광역시  (2700000000),2017년09월_계_40~49세,"422,476"
인천광역시  (2800000000),2017년09월_계_40~49세,"506,915"
광주광역시  (2900000000),2017년09월_계_40~49세,"253,986"
대전광역시  (3000000000),2017년09월_계_40~49세,"259,806"
울산광역시  (3100000000),2017년09월_계_40~49세,"202,204"
세종특별자치시  (3600000000),2017년09월_계_40~49세,"50,232"
경기도  (4100000000),2017년09월_계_40~49세,"2,306,938"
강원도  (4200000000),2017년09월_계_40~49세,"242,567"
충청북도  (4300000000),2017년09월_계_40~49세,"255,896"
충청남도  (4400000000),2017년09월_계_40~49세,"336,021"
전라북도  (4500000000),2017년09월_계_40~49세,"291,355"
전라남도  (4600000000),2017년09월_계_40~49세,"282,220"
경상북도  (4700000000),2017년09월_계_40~49세,"414,826"
경상남도  (4800000000),2017년09월_계_40~49세,"566,453"
제주특별자치도  (5000000000),2017년09월_계_40~49세,"114,110"
전국  (0000000000),2017년09월_계_50~59세,"8,468,962"
서울특별시  (1100000000),2017년09월_계_50~59세,"1,557,672"
부산광역시  (2600000000),2017년09월_계_50~59세,"602,551"
대구광역시  (2700000000),2017년09월_계_50~59세,"424,142"
인천광역시  (2800000000),2017년09월_계_50~59세,"505,808"
광주광역시  (2900000000),2017년09월_계_50~59세,"224,972"
대전광역시  (3000000000),2017년09월_계_50~59세,"238,942"
울산광역시  (3100000000),2017년09월_계_50~59세,"206,852"
세종특별자치시  (3600000000),2017년09월_계_50~59세,"32,640"
경기도  (4100000000),2017년09월_계_50~59세,"2,063,589"
강원도  (4200000000),2017년09월_계_50~59세,"270,969"
충청북도  (4300000000),2017년09월_계_50~59세,"266,478"
충청남도  (4400000000),2017년09월_계_50~59세,"328,477"
전라북도  (4500000000),2017년09월_계_50~59세,"299,423"
전라남도  (4600000000),2017년09월_계_50~59세,"315,138"
경상북도  (4700000000),2017년09월_계_50~59세,"460,826"
경상남도  (4800000000),2017년09월_계_50~59세,"566,849"
제주특별자치도  (5000000000),2017년09월_계_50~59세,"103,634"
전국  (0000000000),2017년09월_계_60~69세,"5,581,719"
서울특별시  (1100000000),2017년09월_계_60~69세,"1,101,192"
부산광역시  (2600000000),2017년09월_계_60~69세,"468,161"
대구광역시  (2700000000),2017년09월_계_60~69세,"279,532"
인천광역시  (2800000000),2017년09월_계_60~69세,"288,651"
광주광역시  (2900000000),2017년09월_계_60~69세,"137,120"
대전광역시  (3000000000),2017년09월_계_60~69세,"149,842"
울산광역시  (3100000000),2017년09월_계_60~69세,"114,817"
세종특별자치시  (3600000000),2017년09월_계_60~69세,"20,349"
경기도  (4100000000),2017년09월_계_60~69세,"1,169,599"
강원도  (4200000000),2017년09월_계_60~69세,"191,204"
충청북도  (4300000000),2017년09월_계_60~69세,"178,951"
충청남도  (4400000000),2017년09월_계_60~69세,"234,068"
전라북도  (4500000000),2017년09월_계_60~69세,"222,799"
전라남도  (4600000000),2017년09월_계_60~69세,"234,987"
경상북도  (4700000000),2017년09월_계_60~69세,"347,591"
경상남도  (4800000000),2017년09월_계_60~69세,"377,933"
제주특별자치도  (5000000000),2017년09월_계_60~69세,"64,923"
전국  (0000000000),2017년09월_계_70~79세,"3,350,782"
서울특별시  (1100000000),2017년09월_계_70~79세,"628,997"
부산광역시  (2600000000),2017년09월_계_70~79세,"257,041"
대구광역시  (2700000000),2017년09월_계_70~79세,"155,900"
인천광역시  (2800000000),2017년09월_계_70~79세,"155,082"
광주광역시  (2900000000),2017년09월_계_70~79세,"82,678"
대전광역시  (3000000000),2017년09월_계_70~79세,"80,611"
울산광역시  (3100000000),2017년09월_계_70~79세,"49,625"
세종특별자치시  (3600000000),2017년09월_계_70~79세,"11,515"
경기도  (4100000000),2017년09월_계_70~79세,"669,595"
강원도  (4200000000),2017년09월_계_70~79세,"135,173"
충청북도  (4300000000),2017년09월_계_70~79세,"116,042"
충청남도  (4400000000),2017년09월_계_70~79세,"161,514"
전라북도  (4500000000),2017년09월_계_70~79세,"160,055"
전라남도  (4600000000),2017년09월_계_70~79세,"192,220"
경상북도  (4700000000),2017년09월_계_70~79세,"229,425"
경상남도  (4800000000),2017년09월_계_70~79세,"223,309"
제주특별자치도  (5000000000),2017년09월_계_70~79세,"42,000"
전국  (0000000000),2017년09월_계_80~89세,"1,396,096"
서울특별시  (1100000000),2017년09월_계_80~89세,"219,111"
부산광역시  (2600000000),2017년09월_계_80~89세,"90,610"
대구광역시  (2700000000),2017년09월_계_80~89세,"61,323"
인천광역시  (2800000000),2017년09월_계_80~89세,"62,229"
광주광역시  (2900000000),2017년09월_계_80~89세,"32,100"
대전광역시  (3000000000),2017년09월_계_80~89세,"32,986"
울산광역시  (3100000000),2017년09월_계_80~89세,"18,098"
세종특별자치시  (3600000000),2017년09월_계_80~89세,"5,628"
경기도  (4100000000),2017년09월_계_80~89세,"271,033"
강원도  (4200000000),2017년09월_계_80~89세,"56,599"
충청북도  (4300000000),2017년09월_계_80~89세,"54,422"
충청남도  (4400000000),2017년09월_계_80~89세,"85,117"
전라북도  (4500000000),2017년09월_계_80~89세,"78,497"
전라남도  (4600000000),2017년09월_계_80~89세,"92,185"
경상북도  (4700000000),2017년09월_계_80~89세,"112,230"
경상남도  (4800000000),2017년09월_계_80~89세,"104,200"
제주특별자치도  (5000000000),2017년09월_계_80~89세,"19,728"
전국  (0000000000),2017년09월_계_90~99세,"188,378"
서울특별시  (1100000000),2017년09월_계_90~99세,"32,839"
부산광역시  (2600000000),2017년09월_계_90~99세,"11,189"
대구광역시  (2700000000),2017년09월_계_90~99세,"6,943"
인천광역시  (2800000000),2017년09월_계_90~99세,"9,147"
광주광역시  (2900000000),2017년09월_계_90~99세,"4,434"
대전광역시  (3000000000),2017년09월_계_90~99세,"4,422"
울산광역시  (3100000000),2017년09월_계_90~99세,"2,386"
세종특별자치시  (3600000000),2017년09월_계_90~99세,749
경기도  (4100000000),2017년09월_계_90~99세,"37,810"
강원도  (4200000000),2017년09월_계_90~99세,"8,611"
충청북도  (4300000000),2017년09월_계_90~99세,"6,872"
충청남도  (4400000000),2017년09월_계_90~99세,"10,729"
전라북도  (4500000000),2017년09월_계_90~99세,"10,077"
전라남도  (4600000000),2017년09월_계_90~99세,"11,995"
경상북도  (4700000000),2017년09월_계_90~99세,"14,500"
경상남도  (4800000000),2017년09월_계_90~99세,"12,518"
제주특별자치도  (5000000000),2017년09월_계_90~99세,"3,157"
전국  (0000000000),2017년09월_계_100세 이상,"17,584"
서울특별시  (1100000000),2017년09월_계_100세 이상,"5,441"
부산광역시  (2600000000),2017년09월_계_100세 이상,"1,594"
대구광역시  (2700000000),2017년09월_계_100세 이상,595
인천광역시  (2800000000),2017년09월_계_100세 이상,770
광주광역시  (2900000000),2017년09월_계_100세 이상,346
대전광역시  (3000000000),2017년09월_계_100세 이상,319
울산광역시  (3100000000),2017년09월_계_100세 이상,149
세종특별자치시  (3600000000),2017년09월_계_100세 이상,46
경기도  (4100000000),2017년09월_계_100세 이상,"3,296"
강원도  (4200000000),2017년09월_계_100세 이상,674
충청북도  (4300000000),2017년09월_계_100세 이상,479
충청남도  (4400000000),2017년09월_계_100세 이상,734
전라북도  (4500000000),2017년09월_계_100세 이상,700
전라남도  (4600000000),2017년09월_계_100세 이상,738
경상북도  (4700000000),2017년09월_계_100세 이상,810
경상남도  (4800000000),2017년09월_계_100세 이상,646
제주특별자치도  (5000000000),2017년09월_계_100세 이상,247
전국  (0000000000),2017년10월_계_총인구수,"51,769,092"
서울특별시  (1100000000),2017년10월_계_총인구수,"9,882,810"
부산광역시  (2600000000),2017년10월_계_총인구수,"3,478,109"
대구광역시  (2700000000),2017년10월_계_총인구수,"2,477,186"
인천광역시  (2800000000),2017년10월_계_총인구수,"2,948,098"
광주광역시  (2900000000),2017년10월_계_총인구수,"1,466,716"
대전광역시  (3000000000),2017년10월_계_총인구수,"1,505,829"
울산광역시  (3100000000),2017년10월_계_총인구수,"1,165,528"
세종특별자치시  (3600000000),2017년10월_계_총인구수,"274,092"
경기도  (4100000000),2017년10월_계_총인구수,"12,841,321"
강원도  (4200000000),2017년10월_계_총인구수,"1,547,999"
충청북도  (4300000000),2017년10월_계_총인구수,"1,593,577"
충청남도  (4400000000),2017년10월_계_총인구수,"2,114,284"
전라북도  (4500000000),2017년10월_계_총인구수,"1,854,688"
전라남도  (4600000000),2017년10월_계_총인구수,"1,894,676"
경상북도  (4700000000),2017년10월_계_총인구수,"2,691,794"
경상남도  (4800000000),2017년10월_계_총인구수,"3,377,635"
제주특별자치도  (5000000000),2017년10월_계_총인구수,"654,750"
전국  (0000000000),2017년10월_계_연령구간인구수,"51,769,092"
서울특별시  (1100000000),2017년10월_계_연령구간인구수,"9,882,810"
부산광역시  (2600000000),2017년10월_계_연령구간인구수,"3,478,109"
대구광역시  (2700000000),2017년10월_계_연령구간인구수,"2,477,186"
인천광역시  (2800000000),2017년10월_계_연령구간인구수,"2,948,098"
광주광역시  (2900000000),2017년10월_계_연령구간인구수,"1,466,716"
대전광역시  (3000000000),2017년10월_계_연령구간인구수,"1,505,829"
울산광역시  (3100000000),2017년10월_계_연령구간인구수,"1,165,528"
세종특별자치시  (3600000000),2017년10월_계_연령구간인구수,"274,092"
경기도  (4100000000),2017년10월_계_연령구간인구수,"12,841,321"
강원도  (4200000000),2017년10월_계_연령구간인구수,"1,547,999"
충청북도  (4300000000),2017년10월_계_연령구간인구수,"1,593,577"
충청남도  (4400000000),2017년10월_계_연령구간인구수,"2,114,284"
전라북도  (4500000000),2017년10월_계_연령구간인구수,"1,854,688"
전라남도  (4600000000),2017년10월_계_연령구간인구수,"1,894,676"
경상북도  (4700000000),2017년10월_계_연령구간인구수,"2,691,794"
경상남도  (4800000000),2017년10월_계_연령구간인구수,"3,377,635"
제주특별자치도  (5000000000),2017년10월_계_연령구간인구수,"654,750"
전국  (0000000000),2017년10월_계_0~9세,"4,458,364"
서울특별시  (1100000000),2017년10월_계_0~9세,"735,090"
부산광역시  (2600000000),2017년10월_계_0~9세,"260,249"
대구광역시  (2700000000),2017년10월_계_0~9세,"202,146"
인천광역시  (2800000000),2017년10월_계_0~9세,"261,653"
광주광역시  (2900000000),2017년10월_계_0~9세,"136,653"
대전광역시  (3000000000),2017년10월_계_0~9세,"136,497"
울산광역시  (3100000000),2017년10월_계_0~9세,"113,011"
세종특별자치시  (3600000000),2017년10월_계_0~9세,"39,457"
경기도  (4100000000),2017년10월_계_0~9세,"1,229,733"
강원도  (4200000000),2017년10월_계_0~9세,"117,382"
충청북도  (4300000000),2017년10월_계_0~9세,"137,974"
충청남도  (4400000000),2017년10월_계_0~9세,"194,753"
전라북도  (4500000000),2017년10월_계_0~9세,"151,663"
전라남도  (4600000000),2017년10월_계_0~9세,"152,226"
경상북도  (4700000000),2017년10월_계_0~9세,"216,705"
경상남도  (4800000000),2017년10월_계_0~9세,"309,036"
제주특별자치도  (5000000000),2017년10월_계_0~9세,"64,136"
전국  (0000000000),2017년10월_계_10~19세,"5,334,665"
서울특별시  (1100000000),2017년10월_계_10~19세,"902,233"
부산광역시  (2600000000),2017년10월_계_10~19세,"312,743"
대구광역시  (2700000000),2017년10월_계_10~19세,"263,439"
인천광역시  (2800000000),2017년10월_계_10~19세,"303,091"
광주광역시  (2900000000),2017년10월_계_10~19세,"181,313"
대전광역시  (3000000000),2017년10월_계_10~19세,"169,349"
울산광역시  (3100000000),2017년10월_계_10~19세,"127,489"
세종특별자치시  (3600000000),2017년10월_계_10~19세,"31,293"
경기도  (4100000000),2017년10월_계_10~19세,"1,417,558"
강원도  (4200000000),2017년10월_계_10~19세,"157,938"
충청북도  (4300000000),2017년10월_계_10~19세,"166,547"
충청남도  (4400000000),2017년10월_계_10~19세,"219,096"
전라북도  (4500000000),2017년10월_계_10~19세,"201,073"
전라남도  (4600000000),2017년10월_계_10~19세,"192,542"
경상북도  (4700000000),2017년10월_계_10~19세,"255,786"
경상남도  (4800000000),2017년10월_계_10~19세,"358,192"
제주특별자치도  (5000000000),2017년10월_계_10~19세,"74,983"
전국  (0000000000),2017년10월_계_20~29세,"6,799,256"
서울특별시  (1100000000),2017년10월_계_20~29세,"1,450,303"
부산광역시  (2600000000),2017년10월_계_20~29세,"452,705"
대구광역시  (2700000000),2017년10월_계_20~29세,"332,496"
인천광역시  (2800000000),2017년10월_계_20~29세,"408,775"
광주광역시  (2900000000),2017년10월_계_20~29세,"203,918"
대전광역시  (3000000000),2017년10월_계_20~29세,"214,400"
울산광역시  (3100000000),2017년10월_계_20~29세,"157,253"
세종특별자치시  (3600000000),2017년10월_계_20~29세,"29,422"
경기도  (4100000000),2017년10월_계_20~29세,"1,712,586"
강원도  (4200000000),2017년10월_계_20~29세,"184,468"
충청북도  (4300000000),2017년10월_계_20~29세,"198,982"
충청남도  (4400000000),2017년10월_계_20~29세,"247,685"
전라북도  (4500000000),2017년10월_계_20~29세,"219,420"
전라남도  (4600000000),2017년10월_계_20~29세,"205,842"
경상북도  (4700000000),2017년10월_계_20~29세,"304,952"
경상남도  (4800000000),2017년10월_계_20~29세,"396,822"
제주특별자치도  (5000000000),2017년10월_계_20~29세,"79,227"
전국  (0000000000),2017년10월_계_30~39세,"7,417,694"
서울특별시  (1100000000),2017년10월_계_30~39세,"1,592,459"
부산광역시  (2600000000),2017년10월_계_30~39세,"472,994"
대구광역시  (2700000000),2017년10월_계_30~39세,"326,775"
인천광역시  (2800000000),2017년10월_계_30~39세,"442,881"
광주광역시  (2900000000),2017년10월_계_30~39세,"207,791"
대전광역시  (3000000000),2017년10월_계_30~39세,"217,661"
울산광역시  (3100000000),2017년10월_계_30~39세,"172,439"
세종특별자치시  (3600000000),2017년10월_계_30~39세,"51,461"
경기도  (4100000000),2017년10월_계_30~39세,"1,940,653"
강원도  (4200000000),2017년10월_계_30~39세,"181,060"
충청북도  (4300000000),2017년10월_계_30~39세,"209,321"
충청남도  (4400000000),2017년10월_계_30~39세,"293,877"
전라북도  (4500000000),2017년10월_계_30~39세,"218,227"
전라남도  (4600000000),2017년10월_계_30~39세,"213,470"
경상북도  (4700000000),2017년10월_계_30~39세,"331,583"
경상남도  (4800000000),2017년10월_계_30~39세,"457,607"
제주특별자치도  (5000000000),2017년10월_계_30~39세,"87,435"
전국  (0000000000),2017년10월_계_40~49세,"8,705,126"
서울특별시  (1100000000),2017년10월_계_40~49세,"1,652,282"
부산광역시  (2600000000),2017년10월_계_40~49세,"546,385"
대구광역시  (2700000000),2017년10월_계_40~49세,"421,684"
인천광역시  (2800000000),2017년10월_계_40~49세,"506,791"
광주광역시  (2900000000),2017년10월_계_40~49세,"253,799"
대전광역시  (3000000000),2017년10월_계_40~49세,"259,499"
울산광역시  (3100000000),2017년10월_계_40~49세,"202,044"
세종특별자치시  (3600000000),2017년10월_계_40~49세,"50,822"
경기도  (4100000000),2017년10월_계_40~49세,"2,309,110"
강원도  (4200000000),2017년10월_계_40~49세,"242,404"
충청북도  (4300000000),2017년10월_계_40~49세,"255,900"
충청남도  (4400000000),2017년10월_계_40~49세,"336,239"
전라북도  (4500000000),2017년10월_계_40~49세,"291,224"
전라남도  (4600000000),2017년10월_계_40~49세,"281,613"
경상북도  (4700000000),2017년10월_계_40~49세,"414,635"
경상남도  (4800000000),2017년10월_계_40~49세,"566,516"
제주특별자치도  (5000000000),2017년10월_계_40~49세,"114,179"
전국  (0000000000),2017년10월_계_50~59세,"8,471,169"
서울특별시  (1100000000),2017년10월_계_50~59세,"1,555,735"
부산광역시  (2600000000),2017년10월_계_50~59세,"601,012"
대구광역시  (2700000000),2017년10월_계_50~59세,"424,171"
인천광역시  (2800000000),2017년10월_계_50~59세,"506,037"
광주광역시  (2900000000),2017년10월_계_50~59세,"225,329"
대전광역시  (3000000000),2017년10월_계_50~59세,"238,925"
울산광역시  (3100000000),2017년10월_계_50~59세,"207,075"
세종특별자치시  (3600000000),2017년10월_계_50~59세,"32,979"
경기도  (4100000000),2017년10월_계_50~59세,"2,066,977"
강원도  (4200000000),2017년10월_계_50~59세,"270,684"
충청북도  (4300000000),2017년10월_계_50~59세,"266,401"
충청남도  (4400000000),2017년10월_계_50~59세,"328,800"
전라북도  (4500000000),2017년10월_계_50~59세,"299,277"
전라남도  (4600000000),2017년10월_계_50~59세,"315,284"
경상북도  (4700000000),2017년10월_계_50~59세,"460,849"
경상남도  (4800000000),2017년10월_계_50~59세,"567,547"
제주특별자치도  (5000000000),2017년10월_계_50~59세,"104,087"
전국  (0000000000),2017년10월_계_60~69세,"5,609,141"
서울특별시  (1100000000),2017년10월_계_60~69세,"1,104,315"
부산광역시  (2600000000),2017년10월_계_60~69세,"469,754"
대구광역시  (2700000000),2017년10월_계_60~69세,"280,780"
인천광역시  (2800000000),2017년10월_계_60~69세,"290,464"
광주광역시  (2900000000),2017년10월_계_60~69세,"137,770"
대전광역시  (3000000000),2017년10월_계_60~69세,"150,645"
울산광역시  (3100000000),2017년10월_계_60~69세,"115,523"
세종특별자치시  (3600000000),2017년10월_계_60~69세,"20,585"
경기도  (4100000000),2017년10월_계_60~69세,"1,177,727"
강원도  (4200000000),2017년10월_계_60~69세,"192,353"
충청북도  (4300000000),2017년10월_계_60~69세,"180,063"
충청남도  (4400000000),2017년10월_계_60~69세,"235,092"
전라북도  (4500000000),2017년10월_계_60~69세,"223,706"
전라남도  (4600000000),2017년10월_계_60~69세,"235,909"
경상북도  (4700000000),2017년10월_계_60~69세,"349,352"
경상남도  (4800000000),2017년10월_계_60~69세,"379,800"
제주특별자치도  (5000000000),2017년10월_계_60~69세,"65,303"
전국  (0000000000),2017년10월_계_70~79세,"3,363,576"
서울특별시  (1100000000),2017년10월_계_70~79세,"631,680"
부산광역시  (2600000000),2017년10월_계_70~79세,"258,218"
대구광역시  (2700000000),2017년10월_계_70~79세,"156,481"
인천광역시  (2800000000),2017년10월_계_70~79세,"155,846"
광주광역시  (2900000000),2017년10월_계_70~79세,"83,101"
대전광역시  (3000000000),2017년10월_계_70~79세,"80,897"
울산광역시  (3100000000),2017년10월_계_70~79세,"49,949"
세종특별자치시  (3600000000),2017년10월_계_70~79세,"11,595"
경기도  (4100000000),2017년10월_계_70~79세,"672,906"
강원도  (4200000000),2017년10월_계_70~79세,"135,423"
충청북도  (4300000000),2017년10월_계_70~79세,"116,354"
충청남도  (4400000000),2017년10월_계_70~79세,"161,807"
전라북도  (4500000000),2017년10월_계_70~79세,"160,474"
전라남도  (4600000000),2017년10월_계_70~79세,"192,472"
경상북도  (4700000000),2017년10월_계_70~79세,"229,886"
경상남도  (4800000000),2017년10월_계_70~79세,"224,334"
제주특별자치도  (5000000000),2017년10월_계_70~79세,"42,153"
전국  (0000000000),2017년10월_계_80~89세,"1,402,587"
서울특별시  (1100000000),2017년10월_계_80~89세,"220,208"
부산광역시  (2600000000),2017년10월_계_80~89세,"91,117"
대구광역시  (2700000000),2017년10월_계_80~89세,"61,619"
인천광역시  (2800000000),2017년10월_계_80~89세,"62,588"
광주광역시  (2900000000),2017년10월_계_80~89세,"32,245"
대전광역시  (3000000000),2017년10월_계_80~89세,"33,153"
울산광역시  (3100000000),2017년10월_계_80~89세,"18,193"
세종특별자치시  (3600000000),2017년10월_계_80~89세,"5,664"
경기도  (4100000000),2017년10월_계_80~89세,"272,617"
강원도  (4200000000),2017년10월_계_80~89세,"56,934"
충청북도  (4300000000),2017년10월_계_80~89세,"54,654"
충청남도  (4400000000),2017년10월_계_80~89세,"85,376"
전라북도  (4500000000),2017년10월_계_80~89세,"78,706"
전라남도  (4600000000),2017년10월_계_80~89세,"92,525"
경상북도  (4700000000),2017년10월_계_80~89세,"112,618"
경상남도  (4800000000),2017년10월_계_80~89세,"104,555"
제주특별자치도  (5000000000),2017년10월_계_80~89세,"19,815"
전국  (0000000000),2017년10월_계_90~99세,"189,784"
서울특별시  (1100000000),2017년10월_계_90~99세,"33,035"
부산광역시  (2600000000),2017년10월_계_90~99세,"11,326"
대구광역시  (2700000000),2017년10월_계_90~99세,"6,991"
인천광역시  (2800000000),2017년10월_계_90~99세,"9,187"
광주광역시  (2900000000),2017년10월_계_90~99세,"4,449"
대전광역시  (3000000000),2017년10월_계_90~99세,"4,485"
울산광역시  (3100000000),2017년10월_계_90~99세,"2,400"
세종특별자치시  (3600000000),2017년10월_계_90~99세,766
경기도  (4100000000),2017년10월_계_90~99세,"38,124"
강원도  (4200000000),2017년10월_계_90~99세,"8,673"
충청북도  (4300000000),2017년10월_계_90~99세,"6,901"
충청남도  (4400000000),2017년10월_계_90~99세,"10,816"
전라북도  (4500000000),2017년10월_계_90~99세,"10,213"
전라남도  (4600000000),2017년10월_계_90~99세,"12,048"
경상북도  (4700000000),2017년10월_계_90~99세,"14,608"
경상남도  (4800000000),2017년10월_계_90~99세,"12,576"
제주특별자치도  (5000000000),2017년10월_계_90~99세,"3,186"
전국  (0000000000),2017년10월_계_100세 이상,"17,730"
서울특별시  (1100000000),2017년10월_계_100세 이상,"5,470"
부산광역시  (2600000000),2017년10월_계_100세 이상,"1,606"
대구광역시  (2700000000),2017년10월_계_100세 이상,604
인천광역시  (2800000000),2017년10월_계_100세 이상,785
광주광역시  (2900000000),2017년10월_계_100세 이상,348
대전광역시  (3000000000),2017년10월_계_100세 이상,318
울산광역시  (3100000000),2017년10월_계_100세 이상,152
세종특별자치시  (3600000000),2017년10월_계_100세 이상,48
경기도  (4100000000),2017년10월_계_100세 이상,"3,330"
강원도  (4200000000),2017년10월_계_100세 이상,680
충청북도  (4300000000),2017년10월_계_100세 이상,480
충청남도  (4400000000),2017년10월_계_100세 이상,743
전라북도  (4500000000),2017년10월_계_100세 이상,705
전라남도  (4600000000),2017년10월_계_100세 이상,745
경상북도  (4700000000),2017년10월_계_100세 이상,820
경상남도  (4800000000),2017년10월_계_100세 이상,650
제주특별자치도  (5000000000),2017년10월_계_100세 이상,246
전국  (0000000000),2017년11월_계_총인구수,"51,774,649"
서울특별시  (1100000000),2017년11월_계_총인구수,"9,870,167"
부산광역시  (2600000000),2017년11월_계_총인구수,"3,474,534"
대구광역시  (2700000000),2017년11월_계_총인구수,"2,476,557"
인천광역시  (2800000000),2017년11월_계_총인구수,"2,948,241"
광주광역시  (2900000000),2017년11월_계_총인구수,"1,466,328"
대전광역시  (3000000000),2017년11월_계_총인구수,"1,504,307"
울산광역시  (3100000000),2017년11월_계_총인구수,"1,165,317"
세종특별자치시  (3600000000),2017년11월_계_총인구수,"276,879"
경기도  (4100000000),2017년11월_계_총인구수,"12,858,161"
강원도  (4200000000),2017년11월_계_총인구수,"1,549,344"
충청북도  (4300000000),2017년11월_계_총인구수,"1,594,005"
충청남도  (4400000000),2017년11월_계_총인구수,"2,115,586"
전라북도  (4500000000),2017년11월_계_총인구수,"1,853,886"
전라남도  (4600000000),2017년11월_계_총인구수,"1,894,426"
경상북도  (4700000000),2017년11월_계_총인구수,"2,691,878"
경상남도  (4800000000),2017년11월_계_총인구수,"3,379,020"
제주특별자치도  (5000000000),2017년11월_계_총인구수,"656,013"
전국  (0000000000),2017년11월_계_연령구간인구수,"51,774,649"
서울특별시  (1100000000),2017년11월_계_연령구간인구수,"9,870,167"
부산광역시  (2600000000),2017년11월_계_연령구간인구수,"3,474,534"
대구광역시  (2700000000),2017년11월_계_연령구간인구수,"2,476,557"
인천광역시  (2800000000),2017년11월_계_연령구간인구수,"2,948,241"
광주광역시  (2900000000),2017년11월_계_연령구간인구수,"1,466,328"
대전광역시  (3000000000),2017년11월_계_연령구간인구수,"1,504,307"
울산광역시  (3100000000),2017년11월_계_연령구간인구수,"1,165,317"
세종특별자치시  (3600000000),2017년11월_계_연령구간인구수,"276,879"
경기도  (4100000000),2017년11월_계_연령구간인구수,"12,858,161"
강원도  (4200000000),2017년11월_계_연령구간인구수,"1,549,344"
충청북도  (4300000000),2017년11월_계_연령구간인구수,"1,594,005"
충청남도  (4400000000),2017년11월_계_연령구간인구수,"2,115,586"
전라북도  (4500000000),2017년11월_계_연령구간인구수,"1,853,886"
전라남도  (4600000000),2017년11월_계_연령구간인구수,"1,894,426"
경상북도  (4700000000),2017년11월_계_연령구간인구수,"2,691,878"
경상남도  (4800000000),2017년11월_계_연령구간인구수,"3,379,020"
제주특별자치도  (5000000000),2017년11월_계_연령구간인구수,"656,013"
전국  (0000000000),2017년11월_계_0~9세,"4,445,186"
서울특별시  (1100000000),2017년11월_계_0~9세,"731,478"
부산광역시  (2600000000),2017년11월_계_0~9세,"259,403"
대구광역시  (2700000000),2017년11월_계_0~9세,"201,565"
인천광역시  (2800000000),2017년11월_계_0~9세,"260,801"
광주광역시  (2900000000),2017년11월_계_0~9세,"136,285"
대전광역시  (3000000000),2017년11월_계_0~9세,"135,764"
울산광역시  (3100000000),2017년11월_계_0~9세,"112,700"
세종특별자치시  (3600000000),2017년11월_계_0~9세,"39,800"
경기도  (4100000000),2017년11월_계_0~9세,"1,227,621"
강원도  (4200000000),2017년11월_계_0~9세,"117,040"
충청북도  (4300000000),2017년11월_계_0~9세,"137,471"
충청남도  (4400000000),2017년11월_계_0~9세,"194,302"
전라북도  (4500000000),2017년11월_계_0~9세,"151,060"
전라남도  (4600000000),2017년11월_계_0~9세,"151,609"
경상북도  (4700000000),2017년11월_계_0~9세,"216,041"
경상남도  (4800000000),2017년11월_계_0~9세,"308,123"
제주특별자치도  (5000000000),2017년11월_계_0~9세,"64,123"
전국  (0000000000),2017년11월_계_10~19세,"5,322,873"
서울특별시  (1100000000),2017년11월_계_10~19세,"898,857"
부산광역시  (2600000000),2017년11월_계_10~19세,"311,678"
대구광역시  (2700000000),2017년11월_계_10~19세,"262,804"
인천광역시  (2800000000),2017년11월_계_10~19세,"302,404"
광주광역시  (2900000000),2017년11월_계_10~19세,"180,790"
대전광역시  (3000000000),2017년11월_계_10~19세,"168,836"
울산광역시  (3100000000),2017년11월_계_10~19세,"127,337"
세종특별자치시  (3600000000),2017년11월_계_10~19세,"31,644"
경기도  (4100000000),2017년11월_계_10~19세,"1,415,137"
강원도  (4200000000),2017년11월_계_10~19세,"157,506"
충청북도  (4300000000),2017년11월_계_10~19세,"166,329"
충청남도  (4400000000),2017년11월_계_10~19세,"218,958"
전라북도  (4500000000),2017년11월_계_10~19세,"200,584"
전라남도  (4600000000),2017년11월_계_10~19세,"192,104"
경상북도  (4700000000),2017년11월_계_10~19세,"255,246"
경상남도  (4800000000),2017년11월_계_10~19세,"357,710"
제주특별자치도  (5000000000),2017년11월_계_10~19세,"74,949"
전국  (0000000000),2017년11월_계_20~29세,"6,802,789"
서울특별시  (1100000000),2017년11월_계_20~29세,"1,448,077"
부산광역시  (2600000000),2017년11월_계_20~29세,"452,047"
대구광역시  (2700000000),2017년11월_계_20~29세,"332,326"
인천광역시  (2800000000),2017년11월_계_20~29세,"409,063"
